i	recharge_time	exec_time
19	1620.417230220431	253.51678264899965
17	1896.226055387603	3069.006896075999
37	1673.0142059295426	3078.0582723009993
34	889.5269090299412	3160.419596328
16	1599.890570339373	3192.827518403001
2	0	3600.049218477
3	0	3600.1309134389994
1	0	3600.219082867
0	0	3600.2427707039997
8	0	3600.8267988949992
9	0	3600.8145337239994
12	0	3600.0030046519987
11	0	3600.6390014810004
5	0	3602.2008473509995
14	0	3600.4064467910002
15	0	3600.3951167760006
13	0	3601.334646496999
10	0	3602.2587397200004
18	0	3600.4508619219996
21	0	3601.1664180490006
20	0	3602.781610563001
24	0	3600.092279368
28	0	3600.561255849
29	0	3600.5600154559997
33	0	3600.101918952999
32	0	3601.4223481049994
36	0	3600.0013790249996
35	0	3600.06298532
43	0	3600.000187933999
45	0	3600.500730979
47	0	3600.000525337
46	0	3600.3970423230003
48	0	3600.0001021219996
49	0	3600.0001744620004
