i	recharge_time	exec_time
0	1118.8461909094303	1.3971897879964672
3	1276.89600253536	2.4068125810008496
13	668.0191877661993	0.11255802199593745
17	1240.565480793828	2.203411116002826
16	866.2435884023297	3.091556428000331
32	810.1905069151766	11.821319982002024
43	1371.837377763078	4.6380807559908135
24	1072.851160955067	33.71031791600399
44	1190.6448451760514	35.565684953995515
18	1096.5355520074413	298.8552557119983
4	940.454888297908	3432.925818995005
29	792.9780090252185	3433.2486890029977
7	1459.6887239102662	3596.28818237799
1	0	3600.0539938400034
2	0	3600.004201791002
6	0	3600.010213595
5	0	3601.7811240080046
8	0	3600.223870957998
12	0	3600.0047115250054
11	0	3600.7006493730005
10	0	3601.838221086
9	0	3602.217303133002
14	0	3601.1970470889937
15	0	3602.1095772600092
19	0	3600.2176769920043
20	0	3600.001778849997
22	0	3600.359722855006
23	0	3600.1433762040106
21	0	3602.3614849310106
25	0	3600.0000116750016
26	0	3600.000610326999
27	0	3600.233361104998
28	0	3600.6822566140036
30	0	3600.5149352299923
31	0	3600.59039792401
34	0	3600.0000125009974
36	0	3600.0003370560007
33	0	3601.222210189997
35	0	3601.092444320995
37	0	3600.1601606030017
38	0	3600.0068413370027
39	0	3600.0022123450035
40	0	3600.0147552140115
41	0	3600.0037141150096
42	0	3600.8911602299922
46	0	3600.0036025360023
45	0	3600.0439177009976
47	0	3600.0000321170082
48	0	3600.000159225994
