i	recharge_time	exec_time
i	recharge_time	exec_time
i	recharge_time	exec_time
1	601.6059803297644	0.0009598430000000158
0	487.64181448730506	0.06483974999999997
2	440.9824350171797	0.00679244499999998
3	626.2907500847487	0.0009087799999999979
4	721.7287443611899	0.00017006500000005254
5	720.8597437796549	0.00015507500000000451
6	758.4029643632457	0.0009644520000000045
7	659.0823826856056	0.0069859990000000205
9	864.1009211210066	0.00016765800000007047
8	437.59513806127813	0.06100117599999999
10	979.6215711605319	0.007024856000000024
12	862.7685209737818	0.0009420649999999364
13	617.5279439132108	0.0008427079999999698
11	478.52501572577705	0.06504120400000002
14	653.2328910508347	0.006862652000000025
15	551.8897741561616	0.007261191999999972
17	472.5114745415853	0.0075353870000000045
16	463.09079603680254	0.09146849800000001
19	525.2660048947198	0.0008695050000000482
18	380.73271523356334	0.06635468199999994
21	328.68380217732454	0.0009222110000000061
20	698.3976794313443	0.06615196300000004
22	825.8057283189096	0.007607034000000068
23	624.0277241165522	0.00016560300000001416
24	868.4938747953969	0.007174208999999987
25	672.5706283371786	0.0009467030000001042
26	735.1175921125466	0.000197045999999923
28	878.6972119395055	0.00016375799999990281
29	644.7403266849911	0.0009492779999999978
27	505.3014437726659	0.06766082699999998
31	789.7240647230142	0.000150780000000017
32	690.132395331492	0.00015471499999997196
30	627.0369167389656	0.06316346300000009
34	473.74808252469717	0.011918305000000018
35	887.6469975108754	0.011743390000000131
33	635.0637375862811	0.07524144700000002
36	652.8077645804224	0.007362792999999979
37	709.4631890542522	0.0009658779999999201
38	486.43359949344915	0.0072033109999998235
39	641.1654610352709	0.00731849200000001
40	512.4877725096195	0.007116725000000157
41	237.83275830126507	0.0008938950000001444
42	694.2966555448127	0.0009880879999999426
43	721.215099519957	0.0009590299999999718
44	478.7363473217486	0.10254784100000003
45	619.908318530245	0.093592766
46	809.8499927480241	0.0001693099999999781
48	592.8947256703548	0.00018806700000006948
47	829.8649147042169	0.06022715499999998
49	862.4768815047618	0.00017550199999982752
