i	recharge_time	exec_time
2	656.6391728934295	0.11772130799363367
1	1262.0330216735297	3.441965809004614
29	1187.7157501402455	4.6435640979907475
33	1106.2830106692531	7.625487971003167
35	1087.0663183330714	22.019134974019835
13	1045.0634440490746	151.06833762401948
5	944.753450124543	186.26067362900358
17	824.636097045405	202.73603955598082
46	873.988141760778	188.69798969998374
20	698.493810741715	221.74915052799042
49	992.9350294347078	207.5609697610198
15	1217.9964544887707	273.93337508200784
45	946.4869476061746	251.42849316599313
42	1217.6261370731281	1833.95550293001
7	1396.581409884638	2074.9594988079916
23	842.1577695751065	2098.8245096750034
0	1464.2150057248755	2136.352722134994
3	1257.9332096120243	2148.5345057699888
12	932.3280858061794	2171.9980773820134
32	719.941187121838	2207.8128055349807
14	1219.3517447521144	2223.7107910899795
10	801.7060270458514	2251.239786149992
43	1045.2664914013405	2231.0861255759955
9	997.7039124625458	2349.4988364050223
4	0	3600.797586204979
6	0	3600.7586164989916
8	0	3600.8945875400095
11	0	3600.5540667840105
16	0	3602.5377300840046
19	0	3600.1367523989757
18	0	3600.468922430009
25	0	3600.141483307001
22	0	3600.742109315004
27	0	3600.0798448679852
30	0	3600.009917118994
34	0	3600.019356756995
36	0	3600.0043594130257
40	0	3600.003332660999
41	0	3600.0002913429926
44	0	3600.0038173380017
48	0	3600.000067047018
