i	recharge_time	exec_time
1	838.7078977930352	0.000148263992741704
0	299.629236661971	0.05591806200391147
2	1479.910035498034	0.00014668601215817034
5	590.2335791261764	0.0008087860041996464
3	832.0249099293966	0.08018745099252556
4	326.37299575039674	0.07357870200939942
6	1264.0396390809974	0.0007925450045149773
7	384.16915269000293	0.00020167500770185143
8	586.6993629399306	0.005605302998446859
9	897.0616048901774	0.0007720590074313805
11	789.1485010142871	0.0008012750040506944
10	493.12911894282456	0.053105619008420035
12	348.34682586037343	0.0061404760053846985
14	831.9531558379914	0.0007418039895128459
13	701.3103426952287	0.05123360799916554
15	377.9963122047251	0.0008010029996512458
16	868.5518852416665	0.003064178003114648
17	766.3134189875897	0.003047364007215947
18	716.786118764518	0.0030698389891767874
19	598.6945015062354	0.02425536498776637
20	754.1414141655217	0.0033376640058122575
21	532.5631075420818	0.004055760000483133
22	222.72284509320252	0.004308048999519087
23	754.1301084926095	0.0067599780013551936
24	608.8966988197703	0.000810044992249459
25	639.4329145081242	0.005677547989762388
26	652.894861090561	0.0008851919992594048
27	568.1500230436417	0.0008571539947297424
28	455.72957508160835	0.0008314040023833513
29	498.5580595809982	0.005636248999508098
30	779.3381467791872	0.00016157899517565966
31	873.3526175303201	0.0055817050015321
33	857.6362302929282	0.0007281110010808334
32	349.5252157399181	0.051742503987043165
35	509.0475840580104	0.010940555002889596
34	746.124161966057	0.055361727994750254
36	720.7046347800559	0.005552811999223195
37	598.7466630765884	0.00015695799083914608
38	790.6930853666898	0.005702051988919266
39	1438.943007827757	0.0008191539964172989
41	989.2522940671387	0.010992095005349256
40	840.0030922798503	0.06093240999325644
42	427.13936910151125	0.005641106006805785
43	475.0598703292595	0.005612271997961216
44	498.3862689084149	0.0007563899998785928
45	809.3602245251502	0.07724574799067341
46	800.3677381046764	0.07490751400473528
47	333.3865917462151	0.006059487990569323
49	731.9345651963425	0.010739145000115968
48	753.8510864554019	0.05335178099630866
