i	recharge_time	exec_time
0	740.3815351712078	0.009251076997315977
1	909.3966009668848	0.10643153900309699
11	609.4659001256842	0.010761336001451127
12	1199.3193013036546	0.01253294799971627
13	1347.3846044099112	0.6535402410008828
14	969.8792534628459	0.8276740159999463
24	955.6572116379015	0.011147530000016559
25	810.7398207583027	0.09884411300299689
26	765.0627052418039	0.01204104600037681
27	1046.4061358362032	0.04181565600447357
43	829.4883622942148	0.011138945999846328
46	956.7558721986937	0.011502546003612224
47	854.3175461537319	3.0841348739995738
35	862.5041167023319	29.874907118995907
3	1007.5106039020948	173.63869286900444
5	897.2647706900133	202.4751851799956
18	744.2637199937745	250.3143839119948
29	739.4176149245363	255.09055151900247
36	1498.6167947528693	248.67023605800205
45	936.7458388015909	245.72929974900035
34	1019.0875232074279	255.32606285200018
10	1260.6649822293532	282.58905533500365
19	1044.4140953394972	288.2057066720008
49	790.152692751948	260.63053234400286
30	809.9239630984366	301.62163734200294
38	841.137382695917	299.8610383760024
16	999.5830271058257	2082.896492163003
42	556.3840699311095	2072.023003562994
44	664.1081191928895	2070.6288767359947
17	969.8952547366521	2108.4046889449965
28	577.8463667762678	2219.470461855999
22	526.9140747356811	2305.848614012997
9	0	3600.4143500229984
4	0	3602.106267079005
8	0	3600.6952508469985
6	0	3600.966111652
2	0	3602.330726055996
7	0	3603.3155965869955
15	0	3600.767611172996
21	0	3600.295951564003
20	0	3601.0648243039977
23	0	3600.434099348
31	0	3600.022015818002
32	0	3600.4130353380024
33	0	3600.0046324030045
37	0	3600.0000672270035
39	0	3600.1164725400013
40	0	3600.088727702001
41	0	3600.0001507199995
48	0	3600.0000274709964
