i	recharge_time	exec_time
0	1364.3934212489166	0.00017078100063372403
2	871.473072851112	0.010954055993352085
3	572.3674836696792	0.0001851599954534322
1	415.51471602512396	0.05971025599865243
4	884.7277700861923	0.0061293040052987635
5	1199.284960298269	0.00016569301078561693
6	707.3887326560325	0.005540844009374268
7	526.6274541459992	0.0010510120046092197
9	726.9362269188252	0.0008345420064870268
10	1150.2604515317114	0.004991206995327957
8	487.18280702719085	0.06122400400636252
12	720.9520902721201	0.0007244150037877262
11	343.29207198165705	0.05168710798898246
13	439.4531315987635	0.00017218399443663657
14	448.478611468134	0.00019967200933024287
15	738.0830244026652	0.0001719919964671135
16	731.3103705815857	0.00015414100198540837
17	590.6813146464176	0.0007634130015503615
18	522.2526725619681	0.0055947729997569695
19	858.3035357608214	0.006164001999422908
20	854.5026961928615	0.0008705880027264357
21	537.8014761425078	0.000740075993235223
23	1099.7830680189873	0.00017880600353237242
24	208.27764842861484	0.00017718000162858516
25	812.618477830192	0.0007275279931491241
26	489.77913261171	0.011405236000427976
27	931.0232350960757	0.010970285002258606
28	886.5848963134323	0.006180219002999365
29	772.9007413642565	0.00020423300156835467
30	936.1616940853012	0.010697436999180354
31	585.8007441885796	0.0009161039924947545
32	841.3577603353846	0.0009129370009759441
34	805.83526018102	0.0008249460079241544
35	1211.471557982819	0.00016917500761337578
36	762.9540724846801	0.0008609289943706244
37	724.8551658815661	0.0009283469989895821
38	682.8614670013927	0.0007678160036448389
39	693.8299082957594	0.0007874470029491931
22	334.13524846666724	0.8162376120017143
41	504.7614227431051	0.0049128779937746
40	544.7346824079298	0.20864986900414806
42	719.4333777841382	0.09764631600410212
43	544.9649941534796	0.004913365002721548
44	411.94740404822164	0.0010274630039930344
45	822.7687547472643	0.00022459198953583837
46	400.6768046862874	0.005652747000567615
47	785.0995487623211	0.011792884004535154
48	244.37485057572619	0.005680132991983555
33	340.06128122969324	0.8989879739965545
49	799.3673996876992	0.45423464899067767
